time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-27 15:18:25.640 UTC, ,125,3162685,1056,16832, , ,4,2,26,4,0.15, , , , , , , ,4,4, ,2,2,2,2,6, ,46,21, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259905612,3145728, , , ,33,0, , , ,3, , , ,3, , , , ,33,1,2048,1, , , , ,169984,47, , , , , , , , ,4,21,12083704,2, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:18:25.641 UTC, ,125,3162685,1056,16832, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259905612,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,12083704,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:50.339 UTC, ,125,3161397,1056,15432,112, ,4,2,25,4,0.16, , , , , , ,1,4,4, ,2,1,2,2,6, ,46,21, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259990320,3145728, , , ,32,0, , , ,3, , , ,3, , , , ,32,1,2048,1, , , , ,169984,47, , , , , , , , ,4,21,19092088,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:50.342 UTC, ,125,3162685,1056,16832, , ,4, , , , , , , , , , , ,4,4, , ,1,2,2,6, , , , , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259990320,3145728, , , ,1,0, , , , , , , ,3, , , , ,1,1, , , , , , , , , , , , , , , , , , ,19092088,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:52.166 UTC, ,125,3159477,1056,13488,136, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,46,21, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259992152,3145728, , , ,30,0, , , ,3, , , ,3, , , , ,30,1,2048,1, , , , ,163840,44, , , , , , , , ,4,21,26100352,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:52.168 UTC, ,125,3162685,1056,16832, , ,4,1,1,1,1.00, , , , , , , ,4,4, , ,1,2,2,6, , , , , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259992152,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,6144,3, , , , , , , , , , ,26100352,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:54.719 UTC, ,125,3162877,1056,16832,192, ,4,2,25,4,0.16, , , , , , , ,4,4, ,2,2,2,2,6, ,46,21, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259994703,3145728, , , ,29,0, , , ,3, , , ,3, , , , ,29,1,2048,1, , , , ,169984,47, , , , , , , , ,4,21,33109768,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:54.721 UTC, ,125,3162685,1056,16832, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259994703,3145728, , , ,4,0, , , , , , , ,3, , , , ,4,1, , , , , , , , , , , , , , , , , , ,33109768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:58.127 UTC, ,125,3162877,1056,16832,192, ,4,2,25,4,0.16, , , , , , , ,4,4, ,2,2,2,2,6, ,46,21, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480259998112,3145728, , , ,33,0, , , ,3, , , ,3, , , , ,33,1,2048,1, , , , ,169984,47, , , , , , , , ,4,21,40118400,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:19:58.129 UTC, ,125,3162685,1056,16832, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480259998112,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,40118400,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:20:52.429 UTC, ,125,3159421,1056,13488,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,44,20, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , ,2,153, , , , , , , , , , , , , , , , , , , , , , , , ,1480260052410,3145728, , , ,30,0, , , ,3, , , ,3, , , , ,30,1,2048,1, , , , ,161792,43, , , , , , , , ,5,25,13672696,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:20:52.431 UTC, ,125,3162685,1056,16832, , ,4,1,8,1,0.13, , , , , , , ,4,4, , ,1,2,2,6, ,4,1, , , , , , , , , , , , , ,14430,14, ,13580, , , , , ,16,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260052410,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,14248640,1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:20:55.578 UTC, ,125,3163021,1056,16976,192, ,4, ,25,4,0.16, , , , , , , ,4,4, ,2, ,2,2,6, ,48,22, , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , ,2,162, , , , , , , , , , , , , , , , , , , , , , , , ,1480260055562,3145728, , , ,32,0, , , ,3, , , ,3, , , , ,32,1,2048,1, , , , ,167936,46, , , , , , , , ,5,25,21178760,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:20:55.579 UTC, ,125,3162829,1056,16976, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260055562,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,21178760,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:04.582 UTC, ,125,3162941,1056,16976,112, ,4, ,24,3,0.13, , , , , , , ,4,4, ,2, ,2,2,6, ,48,22, , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , ,2,162, , , , , , , , , , , , , , , , , , , , , , , , ,1480260064570,3145728, , , ,31,0, , , ,3, , , ,3, , , , ,31,1,2048,1, , , , ,167936,46, , , , , , , , ,5,25,28111080,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:04.584 UTC, ,125,3162829,1056,16976, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260064570,3145728, , , ,1,0, , , , , , , ,3, , , , ,1,1, , , , , , , , , , , , , , , , , , ,28111080,1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:12.422 UTC, ,125,3159445,1056,13512,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,46,21, , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , ,2,162, , , , , , , , , , , , , , , , , , , , , , , , ,1480260072411,3145728, , , ,30,0, , , ,3, , , ,3, , , , ,30,1,2048,1, , , , ,159744,42, , , , , , , , ,5,25,35041160,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:12.424 UTC, ,125,3162829,1056,16976, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260072411,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,8192,4, , , , , , , , , , ,35041160,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:14.969 UTC, ,125,3159445,1056,13512,80, ,3, ,23,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,46,21, , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , ,2,162, , , , , , , , , , , , , , , , , , , , , , , , ,1480260074955,3145728, , , ,29,0, , , ,2, , , ,3, , , , ,29, ,2048,1, , , , ,159744,42, , , , , , , , ,5,25,41971640,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:14.970 UTC, ,125,3162829,1056,16976, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260074955,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,41971640,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:22.999 UTC, ,125,3162829,1056,16976, , ,4, ,27,4,0.15, , , , , , , ,4,4, ,2, ,2,2,6, ,48,22, , , , , , , , , , , , , ,15962,15, ,14700, , , , , ,-1,-1, , , , , ,2,162, , , , , , , , , , , , , , , , , , , , , , , , ,1480260082979,3145728, , , ,32,0, , , ,3, , , ,3, , , , ,32,1,2048,1, , , , ,167936,46, , , , , , , , ,6,30,13360424,1, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:25.936 UTC, ,125,3159525,1056,13536,136, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,50,23, , , , , , , , , , , , , ,17099,16, ,16232, , , , , ,15,15, , , , , ,3,173, , , , , , , , , , , , , , , , , , , , , , , , ,1480260085923,3145728, , , ,32,0, , , ,3, , , ,3, , , , ,32,1,2048,1, , , , ,184320,48, , , , , , , , ,6,30,20237888,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:25.937 UTC, ,125,3162853,1056,17000, , ,4,1,2,1,0.50, , , , , , , ,4,4, , ,1,2,2,6, , , , , , , , , , , , , , , , ,17099,16, ,16232, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260085923,3145728, , , ,3,0, , , , , , , ,3, , , , ,3,1, , , , , , ,6144,3, , , , , , , , , , ,20237888,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:27.714 UTC, ,125,3163181,1056,17000,328, ,4,2,26,4,0.15, , , , , , , ,4,4, ,2,2,2,2,6, ,50,23, , , , , , , , , , , , , ,17099,16, ,16232, , , , , ,15,15, , , , , ,3,173, , , , , , , , , , , , , , , , , , , , , , , , ,1480260087699,3145728, , , ,35,0, , , ,3, , , ,3, , , , ,35,1,2048,1, , , , ,190464,51, , , , , , , , ,6,30,27105832,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:27.716 UTC, ,125,3162853,1056,17000, , ,4, ,1, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,17099,16, ,16232, , , , , ,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260087699,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27105832,1, , , , , , ,4, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:29.517 UTC, ,125,3159549,1056,13560,136, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,52,24, , , , , , , , , , , , , ,18258,17, ,17323, , , , , ,14,14, , , , , ,3,182, , , , , , , , , , , , , , , , , , , , , , , , ,1480260089507,3145728, , , ,33,0, , , ,3, , , ,3, , , , ,33,1,2048,1, , , , ,186368,49, , , , , , , , ,6,30,33973832,1, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:29.519 UTC, ,125,3162685,1056,16832, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,18258,17, ,17323, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260089507,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,34534672,1, , , , , , ,6, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:35.758 UTC, ,125,3159517,1056,13584,80, ,3,1,23,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,52,24, , , , , , , , , , , , , ,19476,18, ,18468, , , , , ,14,14, , , , , ,3,193, , , , , , , , , , , , , , , , , , , , , , , , ,1480260095740,3145728, , , ,33,0, , , ,2, , , ,3, , , , ,33, ,2048,1, , , , ,184320,48, , , , , , , , ,7,35,12155552,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:35.760 UTC, ,125,3162653,1056,16800, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,19476,18, ,18468, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260095740,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,12155552,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:39.893 UTC, ,125,3162925,1056,16800,272, ,4,1,26,4,0.15, , , , , , , ,4,4, ,2,1,2,2,6, ,54,25, , , , , , , , , , , , , ,19476,18, ,18468, , , , , ,14,14, , , , , ,3,193, , , , , , , , , , , , , , , , , , , , , , , , ,1480260099881,3145728, , , ,36,0, , , ,3, , , ,3, , , , ,36,1,2048,1, , , , ,192512,52, , , , , , , , ,7,35,18681728,1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:39.894 UTC, ,125,3162653,1056,16800, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,19476,18, ,18468, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260099881,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,18898432,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:43.841 UTC, ,125,3162845,1056,16800,192, ,4,1,25,4,0.16, , , , , , , ,4,4, ,2,1,2,2,6, ,54,25, , , , , , , , , , , , , ,19476,18, ,18468, , , , , ,14,14, , , , , ,3,193, , , , , , , , , , , , , , , , , , , , , , , , ,1480260103828,3145728, , , ,36,0, , , ,3, , , ,3, , , , ,36,1,2048,1, , , , ,192512,52, , , , , , , , ,7,35,25440032,1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:43.843 UTC, ,125,3162653,1056,16800, , ,4, ,2, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,19476,18, ,18468, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260103828,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25656736,1, , , , , , ,4, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:48.599 UTC, ,125,3159541,1056,13608,80, ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,55,25, , , , , , , , , , , , , ,20558,19, ,19774, , , , , ,14,14, , , , , ,3,202, , , , , , , , , , , , , , , , , , , , , , , , ,1480260108588,3145728, , , ,35,0, , , ,3, , , ,3, , , , ,35,1,2048,1, , , , ,188416,50, , , , , , , , ,7,35,32209552,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:48.600 UTC, ,125,3162533,1056,16680, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,20558,19, ,19774, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260108588,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,6144,3, , , , , , , , , , ,32426256,1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:52.249 UTC, ,125,3162861,1056,16680,328, ,4,1,28,4,0.14, , , , , , , ,4,4, ,2,1,2,2,6, ,57,26, , , , , , , , , , , , , ,20558,19, ,19774, , , , , ,14,14, , , , , ,3,202, , , , , , , , , , , , , , , , , , , , , , , , ,1480260112236,3145728, , , ,37,0, , , ,3, , , ,3, , , , ,37,1,2048,1, , , , ,194560,53, , , , , , , , ,7,35,39553648,1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-27 15:21:52.250 UTC, ,125,3162533,1056,16680, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,20558,19, ,19774, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1480260112236,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,39770352,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
